id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
eqXrUXW4yHY.003.mp4,53,3.06,99.0,5.35,25.77,10.6,7.55,92.45,66.04,37.74,24.53,5.66,0.0,18.87,0.0,0.0,13.21,5.66,7.55,18.87,0.0,3.77,0.0,33.96,0.0,0.0,5.66,3.77,1.89,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.0,11.32,1.89,0.0,9.43,0.0,1.89,0.0,3.77,3.77,0.0,0.0,3.77,3.77,0.0,0.0,0.0,1.89,0.0,0.0,0.0,1.89,0.0,3.77,22.64,1.89,13.21,3.77,5.66,5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.42,7.55,7.55,0.0,0.0,0.0,0.0,1.89,0.0,9.43,0.0,0.0
Jn76eAPxjNA.002.mp4,27,36.1,99.0,1.0,99.0,9.0,29.63,92.59,59.26,18.52,14.81,0.0,0.0,14.81,0.0,0.0,3.7,0.0,22.22,7.41,7.41,14.81,0.0,7.41,3.7,3.7,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,18.52,0.0,0.0,0.0,0.0,7.41,0.0,0.0,3.7,7.41,0.0,3.7,3.7,3.7,0.0,0.0,7.41,0.0,7.41,0.0,0.0,11.11,3.7,3.7,0.0,3.7,0.0,7.41,7.41,7.41,3.7,0.0,0.0,3.7,7.41,7.41,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,3.7,0.0,37.04,14.81,11.11,0.0,0.0,0.0,0.0,3.7,0.0,7.41,0.0,0.0
J8YpOUmN_aI.000.mp4,41,60.92,68.71,25.63,99.0,13.67,14.63,100.0,56.1,12.2,4.88,2.44,0.0,2.44,0.0,0.0,7.32,4.88,17.07,12.2,2.44,12.2,0.0,24.39,12.2,4.88,2.44,0.0,7.32,14.63,14.63,0.0,0.0,0.0,0.0,9.76,0.0,0.0,0.0,0.0,19.51,4.88,0.0,2.44,7.32,0.0,4.88,2.44,0.0,0.0,2.44,0.0,0.0,0.0,0.0,0.0,12.2,4.88,0.0,0.0,7.32,0.0,9.76,12.2,0.0,7.32,0.0,4.88,2.44,7.32,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,2.44,0.0,0.0,21.95,12.2,9.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mBJTwQsDC4M.002.mp4,59,32.98,30.55,56.85,85.2,5.9,13.56,94.92,50.85,11.86,5.08,3.39,0.0,1.69,0.0,0.0,6.78,10.17,5.08,11.86,8.47,8.47,1.69,25.42,10.17,3.39,1.69,1.69,1.69,10.17,6.78,3.39,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,13.56,3.39,1.69,1.69,0.0,3.39,3.39,1.69,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,3.39,1.69,8.47,10.17,3.39,13.56,5.08,3.39,5.08,1.69,5.08,0.0,0.0,0.0,0.0,1.69,0.0,0.0,1.69,0.0,0.0,32.2,23.73,1.69,0.0,0.0,1.69,3.39,0.0,0.0,1.69,0.0,0.0
b2Y41GrCrPs.000.mp4,60,15.77,6.7,65.14,1.03,20.0,5.0,81.67,61.67,16.67,8.33,6.67,0.0,0.0,0.0,1.67,8.33,6.67,10.0,10.0,8.33,11.67,5.0,15.0,1.67,1.67,0.0,16.67,0.0,3.33,0.0,3.33,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0,1.67,1.67,0.0,6.67,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,3.33,1.67,3.33,0.0,11.67,3.33,11.67,3.33,5.0,5.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,5.0,1.67,10.0,0.0,0.0,0.0,1.67,0.0,5.0,0.0,10.0
-utrsarZeIY.004.mp4,46,53.96,33.19,94.19,1.0,15.33,13.04,91.3,60.87,19.57,10.87,10.87,0.0,0.0,0.0,0.0,8.7,8.7,13.04,8.7,4.35,8.7,0.0,19.57,0.0,0.0,2.17,0.0,0.0,4.35,0.0,4.35,2.17,2.17,0.0,10.87,0.0,0.0,2.17,0.0,6.52,0.0,2.17,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.87,0.0,2.17,2.17,6.52,0.0,15.22,4.35,0.0,15.22,0.0,8.7,6.52,2.17,4.35,0.0,4.35,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.22,6.52,6.52,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0
VTv4BAYgJpk.002.mp4,47,49.07,80.25,1.0,99.0,11.75,19.15,93.62,61.7,14.89,6.38,0.0,2.13,0.0,0.0,4.26,8.51,6.38,14.89,19.15,6.38,2.13,0.0,23.4,12.77,10.64,0.0,2.13,8.51,6.38,6.38,0.0,0.0,0.0,0.0,10.64,0.0,0.0,0.0,0.0,17.02,0.0,2.13,4.26,4.26,2.13,4.26,2.13,2.13,0.0,0.0,4.26,0.0,4.26,0.0,0.0,6.38,2.13,2.13,2.13,2.13,0.0,0.0,21.28,0.0,6.38,0.0,4.26,2.13,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,6.38,0.0,0.0,0.0,6.38,0.0,0.0,0.0,2.13,0.0,0.0
ej0RpdM9kJA.001.mp4,46,30.06,86.15,2.02,25.77,9.2,4.35,93.48,69.57,26.09,13.04,4.35,0.0,4.35,4.35,0.0,13.04,4.35,17.39,15.22,4.35,2.17,2.17,17.39,2.17,4.35,2.17,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,4.35,6.52,4.35,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,2.17,0.0,0.0,0.0,19.57,0.0,4.35,0.0,4.35,0.0,6.52,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,2.17,0.0,0.0,28.26,17.39,6.52,0.0,0.0,0.0,0.0,2.17,0.0,2.17,0.0,0.0
9pGJyf1MXLY.005.mp4,58,13.79,19.44,36.73,85.87,11.6,6.9,89.66,56.9,20.69,15.52,13.79,0.0,1.72,0.0,0.0,5.17,1.72,10.34,17.24,0.0,8.62,1.72,27.59,0.0,3.45,0.0,0.0,1.72,3.45,3.45,0.0,0.0,0.0,0.0,8.62,0.0,5.17,0.0,1.72,13.79,1.72,0.0,6.9,8.62,0.0,3.45,5.17,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,3.45,0.0,1.72,0.0,0.0,1.72,15.52,5.17,6.9,1.72,3.45,1.72,1.72,5.17,0.0,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69,12.07,5.17,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0
En4aK_1gmlY.000.mp4,22,13.54,8.65,85.21,1.0,11.0,13.64,100.0,68.18,31.82,13.64,13.64,0.0,0.0,0.0,0.0,18.18,4.55,13.64,4.55,13.64,4.55,0.0,9.09,0.0,0.0,9.09,0.0,0.0,4.55,0.0,4.55,0.0,4.55,0.0,9.09,0.0,0.0,0.0,0.0,13.64,0.0,4.55,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0,4.55,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,4.55,0.0,0.0,9.09,0.0,4.55,0.0,4.55,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73,18.18,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7Wr-fwmpRfw.003.mp4,43,4.86,50.0,12.01,95.29,10.75,9.3,90.7,58.14,20.93,11.63,4.65,0.0,0.0,2.33,4.65,9.3,0.0,9.3,9.3,11.63,11.63,0.0,20.93,6.98,2.33,2.33,9.3,4.65,4.65,4.65,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,2.33,18.6,0.0,6.98,0.0,4.65,2.33,4.65,9.3,4.65,4.65,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,4.65,4.65,0.0,0.0,2.33,18.6,0.0,6.98,0.0,2.33,4.65,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,6.98,2.33,4.65,0.0,0.0,0.0,2.33,0.0,2.33,0.0,4.65
cxJ0u6r0-pU.005.mp4,56,43.57,76.25,74.76,97.85,14.0,8.93,94.64,67.86,17.86,8.93,1.79,1.79,3.57,0.0,1.79,8.93,5.36,19.64,7.14,12.5,10.71,0.0,17.86,1.79,1.79,0.0,0.0,5.36,5.36,5.36,0.0,0.0,0.0,0.0,8.93,0.0,0.0,0.0,0.0,17.86,1.79,3.57,0.0,5.36,3.57,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,1.79,0.0,1.79,0.0,0.0,1.79,12.5,3.57,16.07,5.36,8.93,1.79,0.0,1.79,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,1.79,0.0,19.64,8.93,7.14,0.0,0.0,0.0,0.0,1.79,0.0,1.79,0.0,0.0
p1qyJ_mE-2U.002.mp4,57,15.62,91.98,96.09,25.77,19.0,8.77,89.47,54.39,28.07,22.81,14.04,0.0,7.02,0.0,1.75,5.26,1.75,8.77,12.28,3.51,1.75,0.0,19.3,1.75,1.75,1.75,5.26,3.51,0.0,0.0,0.0,0.0,0.0,0.0,22.81,0.0,3.51,0.0,3.51,17.54,8.77,0.0,0.0,8.77,0.0,1.75,8.77,7.02,1.75,0.0,0.0,0.0,0.0,0.0,0.0,8.77,5.26,0.0,3.51,0.0,0.0,3.51,15.79,3.51,7.02,0.0,5.26,1.75,0.0,7.02,0.0,0.0,0.0,0.0,1.75,0.0,1.75,0.0,0.0,0.0,28.07,8.77,12.28,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51
3orJLMVqWYw.000.mp4,47,17.48,26.16,99.0,99.0,9.4,10.64,87.23,57.45,29.79,25.53,21.28,0.0,4.26,0.0,0.0,4.26,0.0,17.02,12.77,4.26,2.13,2.13,29.79,4.26,0.0,0.0,6.38,0.0,8.51,8.51,0.0,0.0,0.0,0.0,14.89,0.0,0.0,0.0,0.0,10.64,4.26,0.0,2.13,6.38,0.0,2.13,2.13,0.0,0.0,2.13,2.13,0.0,0.0,0.0,0.0,4.26,2.13,0.0,2.13,0.0,0.0,0.0,23.4,0.0,12.77,4.26,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,2.13,0.0,0.0,36.17,10.64,6.38,4.26,0.0,0.0,0.0,0.0,0.0,10.64,0.0,4.26
4fN-DKUzgWQ.001.mp4,21,1.0,1.0,98.01,95.81,7.0,0.0,95.24,57.14,19.05,19.05,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,14.29,0.0,14.29,38.1,19.05,14.29,14.29,0.0,14.29,4.76,4.76,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,38.1,0.0,23.81,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0
jxt1W2WRNHQ.005.mp4,49,24.49,99.0,33.04,25.77,24.5,10.2,93.88,65.31,20.41,16.33,2.04,0.0,14.29,0.0,0.0,4.08,2.04,20.41,10.2,10.2,12.24,0.0,24.49,0.0,0.0,8.16,4.08,2.04,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,16.33,6.12,4.08,6.12,2.04,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,4.08,2.04,0.0,0.0,0.0,18.37,2.04,14.29,6.12,6.12,2.04,0.0,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.33,8.16,6.12,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0,0.0
A3StIKMjn4k.001.mp4,30,34.14,84.14,82.75,84.54,7.5,30.0,76.67,50.0,10.0,10.0,3.33,3.33,3.33,0.0,0.0,0.0,6.67,10.0,16.67,10.0,6.67,0.0,16.67,3.33,0.0,3.33,0.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,16.67,0.0,3.33,0.0,10.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.33,3.33,3.33,3.33,0.0,6.67,6.67,0.0,23.33,10.0,6.67,6.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.67,16.67,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0
MnARi5OWW9Q.000.mp4,32,56.25,62.28,95.6,99.0,6.4,15.62,93.75,56.25,18.75,15.62,9.38,0.0,6.25,0.0,0.0,3.12,3.12,18.75,12.5,6.25,3.12,0.0,28.12,0.0,0.0,3.12,3.12,3.12,9.38,9.38,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,3.12,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,3.12,21.88,3.12,6.25,6.25,0.0,3.12,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.75,0.0,0.0,0.0,3.12,0.0,0.0,0.0,3.12,0.0,0.0
cOirMOCpdo8.005.mp4,32,47.36,26.6,55.79,1.0,16.0,12.5,93.75,59.38,18.75,9.38,9.38,0.0,0.0,0.0,0.0,9.38,6.25,15.62,6.25,12.5,6.25,0.0,21.88,3.12,3.12,0.0,3.12,3.12,6.25,0.0,6.25,0.0,3.12,3.12,6.25,0.0,0.0,0.0,0.0,12.5,0.0,3.12,3.12,3.12,3.12,3.12,6.25,0.0,3.12,3.12,3.12,3.12,0.0,0.0,0.0,9.38,0.0,3.12,6.25,0.0,0.0,3.12,9.38,3.12,12.5,3.12,3.12,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,3.12,9.38,0.0,0.0,0.0,0.0,3.12,0.0,3.12,0.0,0.0
uTluOTPA7e4.001.mp4,53,4.12,64.72,81.66,61.55,8.83,9.43,92.45,60.38,30.19,16.98,9.43,0.0,5.66,0.0,1.89,13.21,1.89,7.55,13.21,1.89,5.66,3.77,28.3,5.66,0.0,3.77,5.66,0.0,5.66,3.77,1.89,0.0,0.0,0.0,13.21,0.0,0.0,0.0,0.0,9.43,3.77,1.89,1.89,0.0,0.0,1.89,5.66,1.89,3.77,0.0,0.0,0.0,0.0,0.0,0.0,3.77,1.89,0.0,0.0,1.89,0.0,3.77,24.53,1.89,13.21,3.77,1.89,7.55,0.0,1.89,1.89,0.0,0.0,0.0,1.89,0.0,0.0,1.89,0.0,0.0,32.08,15.09,1.89,3.77,0.0,3.77,0.0,0.0,0.0,3.77,0.0,3.77
mhF4kYTlVUE.004.mp4,34,27.29,88.03,47.25,99.0,11.33,23.53,85.29,61.76,17.65,11.76,2.94,8.82,0.0,0.0,0.0,5.88,2.94,17.65,11.76,8.82,11.76,0.0,20.59,5.88,2.94,0.0,0.0,0.0,8.82,8.82,0.0,0.0,0.0,0.0,11.76,0.0,2.94,0.0,0.0,14.71,0.0,0.0,2.94,2.94,2.94,5.88,2.94,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,17.65,11.76,0.0,5.88,0.0,0.0,0.0,11.76,5.88,14.71,2.94,11.76,0.0,0.0,5.88,0.0,2.94,0.0,0.0,2.94,0.0,0.0,2.94,0.0,0.0,26.47,5.88,8.82,0.0,0.0,0.0,0.0,2.94,0.0,8.82,0.0,0.0
E6OBPHKkm6U.002.mp4,48,44.42,50.0,95.6,4.56,16.0,10.42,97.92,68.75,16.67,4.17,2.08,0.0,0.0,0.0,2.08,12.5,10.42,14.58,8.33,12.5,10.42,0.0,18.75,2.08,2.08,4.17,0.0,2.08,2.08,0.0,2.08,2.08,0.0,0.0,4.17,0.0,0.0,0.0,0.0,10.42,2.08,0.0,0.0,4.17,2.08,2.08,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,2.08,0.0,14.58,2.08,2.08,25.0,4.17,14.58,6.25,0.0,6.25,6.25,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,18.75,14.58,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0
VugKq4gOi50.005.mp4,50,3.71,3.62,79.76,99.0,12.5,8.0,92.0,56.0,22.0,6.0,6.0,0.0,0.0,0.0,0.0,16.0,4.0,10.0,22.0,2.0,10.0,4.0,38.0,4.0,0.0,0.0,4.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,4.0,10.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,4.0,30.0,6.0,10.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
rqfvIjzegpI.005.mp4,50,1.4,99.0,43.37,4.95,10.0,12.0,98.0,72.0,32.0,18.0,6.0,0.0,12.0,0.0,0.0,14.0,2.0,10.0,20.0,8.0,4.0,0.0,26.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,22.0,4.0,2.0,2.0,14.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,2.0,12.0,4.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0
JO44XCaQGVY.003.mp4,44,17.39,18.16,96.4,99.0,8.8,13.64,93.18,56.82,15.91,11.36,6.82,0.0,2.27,0.0,2.27,4.55,6.82,6.82,4.55,15.91,9.09,2.27,18.18,6.82,0.0,2.27,2.27,6.82,6.82,6.82,0.0,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0,27.27,11.36,0.0,2.27,4.55,4.55,9.09,6.82,0.0,0.0,6.82,9.09,0.0,2.27,0.0,6.82,4.55,2.27,0.0,0.0,2.27,0.0,4.55,11.36,0.0,6.82,0.0,4.55,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.45,15.91,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYvbRwTCtaU.002.mp4,52,1.92,1.0,94.81,62.24,26.0,7.69,96.15,76.92,32.69,13.46,11.54,0.0,1.92,0.0,0.0,19.23,7.69,9.62,9.62,5.77,11.54,7.69,17.31,3.85,9.62,1.92,0.0,1.92,1.92,1.92,0.0,0.0,0.0,0.0,5.77,0.0,1.92,0.0,1.92,26.92,3.85,3.85,3.85,11.54,0.0,13.46,1.92,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,11.54,0.0,5.77,0.0,5.77,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08,3.85,11.54,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0
0G9vplL8ae8.001.mp4,42,35.4,98.33,1.06,99.0,10.5,14.29,97.62,66.67,16.67,14.29,2.38,0.0,11.9,0.0,0.0,2.38,7.14,14.29,16.67,2.38,11.9,0.0,26.19,2.38,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,11.9,7.14,7.14,4.76,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,2.38,2.38,7.14,2.38,0.0,0.0,19.05,0.0,11.9,4.76,7.14,0.0,0.0,7.14,0.0,2.38,0.0,0.0,2.38,0.0,2.38,0.0,0.0,0.0,11.9,7.14,2.38,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0
lLKwlPLdYig.000.mp4,40,52.71,40.12,27.99,99.0,13.33,15.0,80.0,57.5,20.0,12.5,10.0,0.0,2.5,0.0,0.0,7.5,12.5,7.5,12.5,2.5,5.0,0.0,17.5,5.0,5.0,2.5,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.5,2.5,7.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,7.5,2.5,2.5,2.5,5.0,0.0,2.5,12.5,0.0,5.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,27.5,7.5,12.5,0.0,0.0,0.0,0.0,5.0,0.0,2.5,0.0,0.0
CdY1ZLrWTtg.000.mp4,42,41.91,88.3,6.5,99.0,10.5,19.05,85.71,45.24,16.67,14.29,4.76,4.76,0.0,4.76,0.0,2.38,4.76,9.52,11.9,2.38,7.14,0.0,23.81,2.38,2.38,2.38,7.14,0.0,11.9,11.9,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,4.76,9.52,2.38,0.0,2.38,4.76,0.0,2.38,4.76,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,9.52,7.14,0.0,0.0,2.38,0.0,2.38,14.29,0.0,9.52,0.0,2.38,7.14,0.0,16.67,0.0,0.0,0.0,0.0,2.38,0.0,0.0,2.38,0.0,0.0,38.1,11.9,7.14,4.76,0.0,2.38,0.0,0.0,0.0,7.14,0.0,4.76
o_kTWEEjtyw.003.mp4,51,22.83,78.36,40.84,90.49,7.29,7.84,90.2,54.9,21.57,11.76,3.92,0.0,7.84,0.0,0.0,9.8,3.92,11.76,15.69,3.92,1.96,3.92,25.49,1.96,0.0,0.0,7.84,1.96,7.84,5.88,1.96,0.0,1.96,0.0,13.73,0.0,0.0,0.0,0.0,13.73,3.92,0.0,3.92,3.92,0.0,5.88,0.0,0.0,0.0,0.0,1.96,0.0,1.96,0.0,0.0,3.92,0.0,0.0,0.0,3.92,0.0,0.0,19.61,1.96,9.8,1.96,5.88,1.96,0.0,0.0,0.0,0.0,3.92,1.96,0.0,0.0,0.0,0.0,0.0,0.0,33.33,9.8,3.92,3.92,0.0,1.96,0.0,3.92,0.0,5.88,0.0,3.92
uHrP02iwW1o.002.mp4,51,78.71,34.73,40.84,62.94,17.0,15.69,96.08,60.78,15.69,7.84,5.88,0.0,1.96,0.0,0.0,7.84,7.84,21.57,9.8,3.92,7.84,1.96,13.73,1.96,3.92,1.96,1.96,0.0,1.96,1.96,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,13.73,0.0,1.96,0.0,7.84,0.0,3.92,1.96,0.0,0.0,1.96,1.96,1.96,0.0,0.0,0.0,7.84,3.92,3.92,0.0,0.0,0.0,3.92,13.73,0.0,9.8,0.0,5.88,3.92,13.73,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.61,3.92,5.88,0.0,0.0,1.96,0.0,0.0,3.92,3.92,0.0,0.0
w989xx44UQI.004.mp4,3,18.82,50.0,1.0,25.77,3.0,0.0,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YNlhBpVk1tw.002.mp4,39,14.28,60.13,63.54,99.0,19.5,10.26,97.44,53.85,28.21,23.08,12.82,0.0,10.26,0.0,0.0,5.13,0.0,10.26,10.26,0.0,5.13,2.56,28.21,5.13,5.13,0.0,0.0,2.56,12.82,12.82,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,28.21,2.56,7.69,5.13,5.13,5.13,7.69,5.13,2.56,2.56,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,5.13,5.13,0.0,0.0,30.77,0.0,5.13,0.0,2.56,2.56,0.0,10.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,2.56,7.69,0.0,0.0,0.0,0.0,2.56,0.0,2.56,0.0,0.0
3wgZrRMosvY.003.mp4,46,12.65,93.58,80.16,25.77,9.2,17.39,84.78,69.57,21.74,17.39,6.52,0.0,10.87,0.0,0.0,4.35,6.52,15.22,17.39,13.04,4.35,2.17,23.91,0.0,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,10.87,2.17,2.17,0.0,4.35,4.35,0.0,2.17,0.0,2.17,0.0,2.17,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,15.22,0.0,17.39,0.0,15.22,2.17,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.0,0.0,0.0,2.17,0.0,30.43,13.04,6.52,0.0,0.0,2.17,0.0,0.0,0.0,8.7,0.0,0.0
kDJigDGDJTo.000.mp4,52,6.37,99.0,90.44,25.77,17.33,17.31,96.15,59.62,28.85,23.08,5.77,11.54,1.92,3.85,0.0,5.77,3.85,7.69,11.54,7.69,3.85,1.92,17.31,3.85,1.92,1.92,1.92,0.0,11.54,5.77,5.77,0.0,5.77,0.0,30.77,1.92,1.92,0.0,5.77,5.77,1.92,0.0,0.0,0.0,3.85,0.0,1.92,0.0,1.92,0.0,1.92,0.0,0.0,1.92,0.0,23.08,19.23,3.85,3.85,1.92,0.0,1.92,15.38,0.0,25.0,5.77,13.46,5.77,0.0,0.0,1.92,0.0,0.0,0.0,1.92,1.92,0.0,0.0,0.0,0.0,26.92,3.85,17.31,0.0,0.0,0.0,0.0,1.92,0.0,3.85,0.0,0.0
